"algorithm","graph","timeout","seed","k","epsilon","num_threads","imbalance","totalPartitionTime","objective","km1","cut","failed"
"Zoltan","dac2012_superblue19.hgr","no",4,16,0.03,64,0.0269999999999999,1.41497,"km1",26292,24750,"no"
"Zoltan","dac2012_superblue19.hgr","no",5,16,0.03,64,0.018,1.40146,"km1",23691,22980,"no"
"Zoltan","dac2012_superblue19.hgr","no",1,2,0.03,64,0,0.605513,"km1",4925,4925,"no"
"Zoltan","dac2012_superblue19.hgr","no",2,2,0.03,64,0.014,0.632497,"km1",4407,4407,"no"
"Zoltan","dac2012_superblue19.hgr","no",3,2,0.03,64,0,0.623995,"km1",1896,1896,"no"
"Zoltan","dac2012_superblue19.hgr","no",4,2,0.03,64,0,0.626904,"km1",5830,5830,"no"
"Zoltan","dac2012_superblue19.hgr","no",5,2,0.03,64,0.002,0.63288,"km1",3616,3616,"no"
"Zoltan","dac2012_superblue19.hgr","no",1,64,0.03,64,0.0289999999999999,1.50794,"km1",52202,48827,"no"
"Zoltan","dac2012_superblue19.hgr","no",2,64,0.03,64,0.03,1.45534,"km1",49926,46380,"no"
"Zoltan","dac2012_superblue19.hgr","no",3,64,0.03,64,0.028,1.57072,"km1",50440,46177,"no"
"Zoltan","dac2012_superblue19.hgr","no",4,64,0.03,64,0.0289999999999999,1.51766,"km1",50486,46552,"no"
"Zoltan","dac2012_superblue19.hgr","no",5,64,0.03,64,0.0289999999999999,1.51344,"km1",51310,46962,"no"
"Zoltan","dac2012_superblue19.hgr","no",1,8,0.03,64,0.00800000000000001,1.1845,"km1",17723,17389,"no"
"Zoltan","dac2012_superblue19.hgr","no",2,8,0.03,64,0.016,1.24068,"km1",16476,16110,"no"
"Zoltan","dac2012_superblue19.hgr","no",3,8,0.03,64,0.014,1.21449,"km1",13859,13732,"no"
"Zoltan","dac2012_superblue19.hgr","no",4,8,0.03,64,0.0269999999999999,1.25469,"km1",17436,17122,"no"
"Zoltan","dac2012_superblue19.hgr","no",5,8,0.03,64,0.00499999999999989,1.24665,"km1",14423,14217,"no"
"Zoltan","dac2012_superblue2.hgr","no",1,16,0.03,64,0.018,2.44718,"km1",37158,35764,"no"
"Zoltan","dac2012_superblue2.hgr","no",2,16,0.03,64,0.026,2.54133,"km1",37126,35537,"no"
"Zoltan","dac2012_superblue2.hgr","no",3,16,0.03,64,0.024,2.52341,"km1",37909,36817,"no"
"Zoltan","dac2012_superblue2.hgr","no",4,16,0.03,64,0.0269999999999999,2.59705,"km1",36933,35217,"no"
"Zoltan","dac2012_superblue2.hgr","no",5,16,0.03,64,0.026,2.5626,"km1",36667,35388,"no"
"Zoltan","dac2012_superblue2.hgr","no",1,2,0.03,64,0.018,1.15504,"km1",8201,8201,"no"
"Zoltan","dac2012_superblue2.hgr","no",2,2,0.03,64,0.0229999999999999,1.20984,"km1",4830,4830,"no"
"Zoltan","dac2012_superblue2.hgr","no",3,2,0.03,64,0.014,1.19137,"km1",8355,8355,"no"
"Zoltan","dac2012_superblue2.hgr","no",4,2,0.03,64,0.0149999999999999,1.23669,"km1",4967,4967,"no"
"Zoltan","dac2012_superblue2.hgr","no",5,2,0.03,64,0,1.23053,"km1",5253,5253,"no"
"Zoltan","dac2012_superblue2.hgr","no",1,64,0.03,64,0.0269999999999999,2.69932,"km1",77942,72072,"no"
"Zoltan","dac2012_superblue2.hgr","no",2,64,0.03,64,0.03,2.80653,"km1",78515,73555,"no"
"Zoltan","dac2012_superblue2.hgr","no",3,64,0.03,64,0.03,2.77561,"km1",76230,71828,"no"
"Zoltan","dac2012_superblue2.hgr","no",4,64,0.03,64,0.03,2.87194,"km1",79459,74534,"no"
"Zoltan","dac2012_superblue2.hgr","no",5,64,0.03,64,0.03,2.79111,"km1",77648,72444,"no"
